Dates,Google,Meta,JPM
2019-12-26,68.124,207.79,139.04
2019-12-27,67.732,208.1,139.14
2019-12-30,66.986,204.41,138.63
2019-12-31,66.97,205.25,139.4
2020-01-01,66.97,205.25,139.4
2020-01-02,68.434,209.78,141.09
2020-01-03,68.076,208.67,138.34
2020-01-06,69.891,212.6,138.23
2020-01-07,69.756,213.06,135.88
2020-01-08,70.252,215.22,136.94
2020-01-09,70.989,218.3,137.44
2020-01-10,71.448,218.06,136.07
2020-01-13,72.002,221.91,137.2
2020-01-14,71.53,219.06,138.8
2020-01-15,71.96,221.15,136.72
2020-01-16,72.508,221.77,137.25
2020-01-17,73.976,222.14,138.2
2020-01-20,73.976,222.14,138.2
2020-01-21,74.113,221.44,136.84
2020-01-22,74.209,221.32,136.68
2020-01-23,74.235,219.76,136.54
2020-01-24,73.309,217.94,133.15
2020-01-27,71.587,214.87,132.03
2020-01-28,72.525,217.79,134.43
2020-01-29,72.835,223.23,134.23
2020-01-30,72.713,209.53,135.89
2020-01-31,71.639,201.91,132.36
2020-02-03,74.13,204.19,133.37
2020-02-04,72.271,209.83,135.29
2020-02-05,72.303,210.11,137.59
2020-02-06,73.799,210.85,137.61
2020-02-07,73.956,212.33,137.17
2020-02-10,75.433,213.06,137.74
2020-02-11,75.503,207.19,138
2020-02-12,75.932,210.76,138
2020-02-13,75.67,213.14,137.88
2020-02-14,75.937,214.18,137.46
2020-02-17,75.937,214.18,137.46
2020-02-18,75.972,217.8,135.64
2020-02-19,76.244,217.49,137.49
2020-02-20,75.85,214.58,137.49
2020-02-21,74.173,210.18,135.81
2020-02-24,70.993,200.72,132.16
2020-02-25,69.316,196.77,126.26
2020-02-26,69.524,197.2,126.64
2020-02-27,65.748,189.75,121.37
2020-02-28,66.963,192.47,116.11
2020-03-02,69.316,196.44,121.52
2020-03-03,66.886,185.89,116.96
2020-03-04,69.08,191.76,119.85
2020-03-05,65.738,185.17,113.97
2020-03-06,64.787,181.09,108.08
2020-03-09,60.79,169.5,93.44
2020-03-10,63.759,178.19,100.7
2020-03-11,60.545,170.24,95.96
2020-03-12,55.578,154.47,88.05
2020-03-13,60.713,170.28,103.91
2020-03-16,53.65,146.01,88.36
2020-03-17,55.903,149.42,93.76
2020-03-18,54.56,146.96,83.89
2020-03-19,55.584,153.13,85.3
2020-03-20,53.411,149.73,83.5
2020-03-23,52.707,148.1,79.03
2020-03-24,56.501,160.98,88.43
2020-03-25,55.081,156.21,91.73
2020-03-26,58.146,163.34,98.12
2020-03-27,55.513,156.79,91.13
2020-03-30,57.316,165.95,93.5
2020-03-31,58.098,166.8,90.03
2020-04-01,55.105,159.6,84.36
2020-04-02,55.852,158.19,87.51
2020-04-03,54.635,154.18,84.05
2020-04-06,59.16,165.55,89.46
2020-04-07,59.128,168.83,90.64
2020-04-08,60.35,174.28,94.3
2020-04-09,60.329,175.19,102.76
2020-04-10,60.329,175.19,102.76
2020-04-13,60.521,174.79,98.19
2020-04-14,63.262,178.17,95.5
2020-04-15,62.865,176.97,90.79
2020-04-16,62.872,176.25,87.33
2020-04-17,63.95,179.24,95.18
2020-04-20,63.058,178.24,91.71
2020-04-21,60.608,170.8,89.05
2020-04-22,62.921,182.28,89.34
2020-04-23,63.559,185.13,89.39
2020-04-24,63.83,190.07,90.71
2020-04-27,63.543,187.5,94.62
2020-04-28,61.629,182.91,95.29
2020-04-29,67.109,194.19,97.86
2020-04-30,67.335,204.71,95.76
2020-05-01,65.866,202.27,93.25
2020-05-04,66.145,205.26,92.14
2020-05-05,67.451,207.07,92
2020-05-06,67.272,208.47,90.27
2020-05-07,68.464,211.26,91.21
2020-05-08,69.217,212.35,92.7
2020-05-11,70.179,213.18,89.97
2020-05-12,68.759,210.1,87.03
2020-05-13,67.417,205.1,84.03
2020-05-14,67.843,206.81,87.52
2020-05-15,68.653,210.88,85.9
2020-05-18,69.259,213.19,90.45
2020-05-19,68.72,216.88,88.67
2020-05-20,70.458,229.97,91.33
2020-05-21,70.338,231.39,90.17
2020-05-22,70.662,234.91,89.47
2020-05-25,70.662,234.91,89.47
2020-05-26,71.069,232.2,95.82
2020-05-27,71.014,229.14,101.37
2020-05-28,70.912,225.46,99.86
2020-05-29,71.676,225.09,97.31
2020-06-01,71.744,231.91,98.6
2020-06-02,72.116,232.72,98.93
2020-06-03,71.963,230.16,104.27
2020-06-04,70.715,226.29,106.44
2020-06-05,72.001,230.77,111.23
2020-06-08,72.402,231.4,113.45
2020-06-09,72.604,238.67,110.54
2020-06-10,73.235,236.73,106.06
2020-06-11,70.095,224.43,97.21
2020-06-12,70.646,228.58,99.87
2020-06-15,71.037,232.5,101.25
2020-06-16,72.324,235.65,102.06
2020-06-17,72.627,235.53,99.48
2020-06-18,71.706,235.94,98.94
2020-06-19,71.232,238.79,97.81
2020-06-22,72.533,239.22,96.75
2020-06-23,73.199,242.24,97.93
2020-06-24,71.635,234.02,94.66
2020-06-25,72.055,235.68,97.96
2020-06-26,68.127,216.08,92.59
2020-06-29,69.859,220.64,93
2020-06-30,70.903,227.07,94.06
2020-07-01,72.1,237.55,93.26
2020-07-02,73.497,233.42,92.66
2020-07-03,73.497,233.42,92.66
2020-07-06,74.983,240.28,95
2020-07-07,74.496,240.86,92.32
2020-07-08,75.18,243.58,93.3
2020-07-09,75.933,244.5,91.28
2020-07-10,76.951,245.07,96.27
2020-07-13,75.612,239,97.65
2020-07-14,76.043,239.73,98.21
2020-07-15,75.844,240.28,99.73
2020-07-16,75.746,240.93,100.01
2020-07-17,75.843,242.03,98.16
2020-07-20,78.192,245.42,97.3
2020-07-21,77.796,241.75,99.41
2020-07-22,78.242,239.87,98.69
2020-07-23,75.838,232.6,98.98
2020-07-24,75.411,230.71,98.28
2020-07-27,76.472,233.5,96.9
2020-07-28,75.183,230.12,97.32
2020-07-29,76.176,233.29,99.68
2020-07-30,76.919,234.5,97.02
2020-07-31,74.398,253.67,96.64
2020-08-03,74.138,251.96,96.1
2020-08-04,73.665,249.83,95.55
2020-08-05,73.955,249.12,97.21
2020-08-06,75.248,265.28,97.24
2020-08-07,74.919,268.44,99.38
2020-08-10,74.841,263,100.64
2020-08-11,74.027,256.13,103.82
2020-08-12,75.362,259.89,102.94
2020-08-13,75.833,261.3,102.37
2020-08-14,75.232,261.24,102.41
2020-08-17,75.812,261.16,99.71
2020-08-18,77.789,262.34,98.32
2020-08-19,77.23,262.59,98.55
2020-08-20,78.813,269.01,97.37
2020-08-21,78.779,267.01,97.32
2020-08-24,79.258,271.39,100.06
2020-08-25,80.292,280.82,100.5
2020-08-26,82.207,303.91,99.09
2020-08-27,81.426,293.22,102.35
2020-08-28,81.972,293.66,102.77
2020-08-31,81.477,293.2,100.19
2020-09-01,82.754,295.44,100.14
2020-09-02,85.87,302.5,101.65
2020-09-03,81.476,291.12,101.33
2020-09-04,79.061,282.73,103.52
2020-09-07,79.061,282.73,103.52
2020-09-08,76.18,271.16,99.92
2020-09-09,77.362,273.72,100.87
2020-09-10,76.303,268.09,99.83
2020-09-11,75.788,266.61,101.07
2020-09-14,75.441,266.15,102.47
2020-09-15,76.756,272.42,99.28
2020-09-16,75.605,263.52,99.7
2020-09-17,74.352,254.82,98.56
2020-09-18,72.554,252.53,98.35
2020-09-21,71.507,248.15,95.31
2020-09-22,72.991,254.75,94.27
2020-09-23,70.47,249.02,92.74
2020-09-24,71.143,249.53,92.66
2020-09-25,71.953,254.82,93.47
2020-09-28,72.933,256.82,96.16
2020-09-29,73.301,261.79,95.35
2020-09-30,73.28,261.9,96.27
2020-10-01,74.395,266.63,96.97
2020-10-02,72.78,259.94,97.89
2020-10-05,74.142,264.65,99.04
2020-10-06,72.551,258.66,98.02
2020-10-07,72.957,258.12,99.73
2020-10-08,74.172,263.76,101.78
2020-10-09,75.523,264.45,101.2
2020-10-12,78.23,275.75,102.44
2020-10-13,78.354,276.14,100.78
2020-10-14,78.172,271.82,100.22
2020-10-15,77.774,266.72,101.72
2020-10-16,78.385,265.93,101.51
2020-10-19,76.498,261.4,99.8
2020-10-20,77.554,267.56,100.37
2020-10-21,79.3,278.73,99.37
2020-10-22,80.333,278.12,102.88
2020-10-23,81.649,284.79,103.81
2020-10-26,79.215,277.11,101.24
2020-10-27,79.944,283.29,99.33
2020-10-28,75.54,267.67,96.54
2020-10-29,77.844,280.83,97.17
2020-10-30,80.806,263.11,98.04
2020-11-02,81.216,261.36,100.25
2020-11-03,82.283,265.3,103.41
2020-11-04,87.292,287.38,100.25
2020-11-05,88.125,294.68,104.35
2020-11-06,87.987,293.41,102.96
2020-11-09,88.071,278.77,116.9
2020-11-10,86.886,272.43,116.52
2020-11-11,87.362,276.48,114.78
2020-11-12,87.141,275.08,113.37
2020-11-13,88.613,276.95,114.08
2020-11-16,88.702,278.96,117.3
2020-11-17,88.083,275,116.11
2020-11-18,87.032,271.97,115.25
2020-11-19,87.929,272.94,115.56
2020-11-20,86.819,269.7,114.57
2020-11-23,86.378,268.43,117.87
2020-11-24,88.195,276.92,123.32
2020-11-25,88.207,275.59,122.03
2020-11-26,88.207,275.59,122.03
2020-11-27,89.351,277.81,121.22
2020-11-30,87.72,276.97,117.88
2020-12-01,89.768,286.55,119.74
2020-12-02,91.249,287.52,122.04
2020-12-03,91.092,281.85,121.24
2020-12-04,91.188,279.7,122.34
2020-12-07,90.852,285.58,121.88
2020-12-08,90.566,283.4,122
2020-12-09,88.893,277.92,121.05
2020-12-10,88.383,277.12,120.27
2020-12-11,88.74,273.55,119.56
2020-12-14,87.613,274.19,118.3
2020-12-15,88.054,275.55,120.32
2020-12-16,87.86,275.67,120.67
2020-12-17,87.026,274.48,119.67
2020-12-18,86.311,276.4,119.08
2020-12-21,86.728,272.79,123.55
2020-12-22,86.011,267.09,121.67
2020-12-23,86.412,268.11,125.07
2020-12-24,86.708,267.4,124.52
2020-12-25,86.708,267.4,124.52
2020-12-28,88.698,277,125.34
2020-12-29,87.888,276.78,125.01
2020-12-30,86.813,271.87,125.36
2020-12-31,87.632,273.16,127.07
2021-01-01,87.632,273.16,127.07
2021-01-04,86.307,268.94,125.87
2021-01-05,87.003,270.97,125.65
2021-01-06,86.144,263.31,131.55
2021-01-07,88.717,268.74,135.87
2021-01-08,89.892,267.57,136.02
2021-01-11,87.815,256.84,138.05
2021-01-12,86.872,251.09,140.22
2021-01-13,87.363,251.64,140.35
2021-01-14,86.546,245.64,141.17
2021-01-15,86.381,251.36,138.64
2021-01-18,86.381,251.36,138.64
2021-01-19,89.224,261.1,138.04
2021-01-20,94.004,267.48,135.97
2021-01-21,94.208,272.87,134.83
2021-01-22,94.628,274.5,133.79
2021-01-25,94.714,278.01,132.12
2021-01-26,95.398,282.05,131.58
2021-01-27,90.947,272.14,127.86
2021-01-28,92.66,265,130.11
2021-01-29,91.368,258.33,128.67
2021-02-01,94.654,262.01,129.62
2021-02-02,95.956,267.08,133.61
2021-02-03,102.944,266.65,135.14
2021-02-04,102.682,266.49,138.25
2021-02-05,104.441,268.1,137.98
2021-02-08,104.226,266.58,140.14
2021-02-09,103.77,269.45,139.58
2021-02-10,104.324,271.87,139.66
2021-02-11,104.438,270.39,139.27
2021-02-12,104.752,270.5,141.25
2021-02-15,104.752,270.5,141.25
2021-02-16,105.535,273.97,144.65
2021-02-17,105.931,273.57,145.1
2021-02-18,105.291,269.39,145.59
2021-02-19,104.441,261.56,148.02
2021-02-22,102.713,260.33,149.41
2021-02-23,103.006,265.855,150.61
2021-02-24,104.191,264.31,153.26
2021-02-25,100.798,254.69,151.18
2021-02-26,101.096,257.62,147.17
2021-03-01,103.483,264.91,150.5
2021-03-02,103.224,259,150.01
2021-03-03,100.571,255.41,152.91
2021-03-04,101.697,257.64,150.56
2021-03-05,104.854,264.28,150.91
2021-03-08,100.375,255.31,152.91
2021-03-09,102.018,265.74,151.83
2021-03-10,101.81,264.9,155.13
2021-03-11,105.027,273.88,154.32
2021-03-12,102.5,268.4,156.15
2021-03-15,102.722,273.75,155.37
2021-03-16,104.194,279.28,153.51
2021-03-17,104.111,284.01,155.09
2021-03-18,101.067,278.62,157.65
2021-03-19,101.348,290.11,155.14
2021-03-22,101.535,293.54,150.97
2021-03-23,102.066,290.63,149.46
2021-03-24,101.627,282.14,150.62
2021-03-25,101.623,278.74,152.55
2021-03-26,101.237,283.02,155.09
2021-03-29,102.29,290.82,152.68
2021-03-30,102.324,288,154.48
2021-03-31,103.126,294.53,152.23
2021-04-01,106.489,298.66,153.71
2021-04-02,106.489,298.66,153.71
2021-04-05,110.948,308.91,153.62
2021-04-06,110.463,306.26,152.54
2021-04-07,111.952,313.09,154.93
2021-04-08,112.521,313.02,155.12
2021-04-09,113.534,312.46,156.28
2021-04-12,112.231,311.54,155.95
2021-04-13,112.721,309.76,154.09
2021-04-14,112.095,302.82,151.21
2021-04-15,114.263,307.82,152.17
2021-04-16,114.138,306.18,153.3
2021-04-19,114.488,302.24,152.65
2021-04-20,113.951,302.65,149.27
2021-04-21,113.917,301.47,150.54
2021-04-22,112.626,296.52,147.37
2021-04-23,114.997,301.13,150.19
2021-04-26,115.497,303.04,150.56
2021-04-27,114.549,303.57,151.25
2021-04-28,117.952,307.1,152.23
2021-04-29,119.638,329.51,155.19
2021-04-30,117.675,325.08,153.81
2021-05-03,117.154,322.58,153.36
2021-05-04,115.342,318.36,155.48
2021-05-05,115.739,315.02,157.52
2021-05-06,116.867,320.02,160.69
2021-05-07,117.596,319.08,161.24
2021-05-10,114.588,305.97,161.22
2021-05-11,113.503,306.53,158.54
2021-05-12,110.013,302.55,157.45
2021-05-13,111.452,305.26,161.5
2021-05-14,113.919,315.94,164.01
2021-05-17,114.446,315.46,164.67
2021-05-18,113.124,309.96,162.35
2021-05-19,113.575,313.59,161.11
2021-05-20,115.348,318.61,160.83
2021-05-21,114.707,316.23,162.66
2021-05-24,118.052,324.63,163.54
2021-05-25,118.143,327.79,161.85
2021-05-26,119.016,327.66,161.83
2021-05-27,118.134,332.75,164.35
2021-05-28,117.843,328.73,164.24
2021-05-31,117.843,328.73,164.24
2021-06-01,119.059,329.13,166.05
2021-06-02,118.53,329.15,166.06
2021-06-03,117.379,326.04,166.17
2021-06-04,119.679,330.35,166.44
2021-06-07,120.115,336.58,165.66
2021-06-08,119.922,333.68,165
2021-06-09,120.397,330.25,162.94
2021-06-10,121.757,332.46,160.4
2021-06-11,121.51,331.26,160.29
2021-06-14,122.446,336.77,157.57
2021-06-15,121.42,336.75,155.18
2021-06-16,120.773,331.08,156.27
2021-06-17,121.744,336.51,151.76
2021-06-18,120.111,329.66,147.92
2021-06-21,121.813,332.29,150.43
2021-06-22,122.331,339.03,150.21
2021-06-23,122.127,340.59,151.12
2021-06-24,122.5,343.18,152.51
2021-06-25,122.509,341.37,154.05
2021-06-28,122.536,355.64,154.33
2021-06-29,122.273,351.89,154.14
2021-06-30,122.09,347.71,155.54
2021-07-01,122.444,354.39,157.08
2021-07-02,125.258,354.7,156.03
2021-07-05,125.258,354.7,156.03
2021-07-06,126.19,352.78,153.41
2021-07-07,126.474,350.49,153.59
2021-07-08,125.044,345.65,150.94
2021-07-09,125.518,350.42,155.77
2021-07-12,126.976,353.16,158
2021-07-13,127.342,352.09,155.65
2021-07-14,128.237,347.63,155.12
2021-07-15,127.005,344.46,155.46
2021-07-16,126.97,341.16,151.91
2021-07-19,124.578,336.95,146.97
2021-07-20,126.21,341.66,149.71
2021-07-21,127.549,346.23,152.86
2021-07-22,128.421,351.19,150.93
2021-07-23,133.015,369.79,150.64
2021-07-26,134.035,372.46,151.65
2021-07-27,131.9,367.81,151.45
2021-07-28,136.094,373.28,151.7
2021-07-29,135.778,358.32,153
2021-07-30,134.727,356.3,151.78
2021-08-02,134.855,351.95,151.17
2021-08-03,135.63,351.24,152.89
2021-08-04,135.126,358.92,151.24
2021-08-05,136.252,362.97,153.15
2021-08-06,135.739,363.51,157.5
2021-08-09,136.913,361.61,157.33
2021-08-10,136.807,361.13,159.26
2021-08-11,136.279,359.96,161.16
2021-08-12,137.194,362.65,161.79
2021-08-13,137.728,363.18,159.98
2021-08-16,138.31,366.56,158.93
2021-08-17,136.662,358.45,157.01
2021-08-18,135.449,355.45,155.58
2021-08-19,135.68,355.12,154.28
2021-08-20,137.43,359.37,154.72
2021-08-23,140.041,363.35,156.7
2021-08-24,141.262,365.51,157.67
2021-08-25,142.079,368.39,160.92
2021-08-26,141.441,364.38,161.75
2021-08-27,144.004,372.63,163.05
2021-08-30,144.591,380.66,160.44
2021-08-31,144.698,379.38,159.95
2021-09-01,145.216,382.05,159.72
2021-09-02,143.287,375.28,160.46
2021-09-03,143.74,376.26,159.49
2021-09-06,143.74,376.26,159.49
2021-09-07,144.281,382.18,159.21
2021-09-08,143.691,377.57,158.5
2021-09-09,143.541,378,159.19
2021-09-10,140.876,378.69,157.36
2021-09-13,142.333,376.51,159.86
2021-09-14,142.545,376.53,157.07
2021-09-15,144.43,373.92,158.16
2021-09-16,143.61,373.06,158.09
2021-09-17,140.8,364.72,157.68
2021-09-20,138.719,355.7,152.96
2021-09-21,139.033,357.48,152.98
2021-09-22,140.284,343.21,155.91
2021-09-23,141.216,345.96,161.18
2021-09-24,142.215,352.96,163.04
2021-09-27,141.072,353.58,166.98
2021-09-28,135.83,340.65,166.08
2021-09-29,134.354,339.61,165.95
2021-09-30,133.676,339.39,163.69
2021-10-01,136.543,343.01,167.13
2021-10-04,133.66,326.23,166.95
2021-10-05,136.023,332.96,168.66
2021-10-06,137.565,333.64,169.02
2021-10-07,139.225,329.22,170.09
2021-10-08,139.786,330.05,170.22
2021-10-11,138.914,325.45,166.64
2021-10-12,136.449,323.77,165.36
2021-10-13,137.582,324.54,161
2021-10-14,141.151,328.53,163.47
2021-10-15,141.368,324.76,166.61
2021-10-18,142.778,335.34,166.55
2021-10-19,143.237,339.99,168.57
2021-10-20,141.769,340.78,170.84
2021-10-21,141.886,341.88,169.5
2021-10-22,137.567,324.61,171.78
2021-10-25,137.447,328.69,170.94
2021-10-26,139.309,315.81,171.4
2021-10-27,146.218,312.22,167.83
2021-10-28,145.849,316.92,170.36
2021-10-29,148.046,323.57,169.89
2021-11-01,143.497,329.98,169.8
2021-11-02,145.433,328.08,170.47
2021-11-03,146.598,331.62,170.53
2021-11-04,148.267,335.85,168.29
2021-11-05,148.852,341.13,168.05
2021-11-08,149.031,338.62,169.06
2021-11-09,148.919,335.37,167.78
2021-11-10,145.894,327.64,167.62
2021-11-11,145.767,327.74,167.61
2021-11-12,148.678,340.89,166.86
2021-11-15,148.452,347.56,166.56
2021-11-16,147.876,342.96,165.36
2021-11-17,148.047,340.77,164.47
2021-11-18,149.839,338.69,163.05
2021-11-19,148.927,345.3,160.92
2021-11-22,146.302,341.01,164.35
2021-11-23,145.782,337.25,168.28
2021-11-24,146.12,341.06,166.96
2021-11-25,146.12,341.06,166.96
2021-11-26,142.183,333.12,161.93
2021-11-29,145.531,338.03,161.23
2021-11-30,141.897,324.46,158.83
2021-12-01,141.052,310.6,157.89
2021-12-02,142.966,310.39,161.21
2021-12-03,142.002,306.84,158.29
2021-12-06,143.155,317.87,160.16
2021-12-07,147.27,322.81,162.57
2021-12-08,148.187,330.56,160.71
2021-12-09,147.639,329.82,160.46
2021-12-10,148.002,329.75,159.82
2021-12-13,145.827,334.49,157.92
2021-12-14,143.907,333.74,159.13
2021-12-15,146.441,341.66,157.94
2021-12-16,144.445,334.9,160.41
2021-12-17,141.725,333.79,156.76
2021-12-20,141.607,325.45,153.94
2021-12-21,143.473,334.2,156.09
2021-12-22,146.415,330.45,156.7
2021-12-23,146.916,335.24,157.26
2021-12-24,146.916,335.24,157.26
2021-12-27,147.907,346.18,158.16
2021-12-28,146.687,346.22,158.64
2021-12-29,146.655,342.94,158.56
2021-12-30,146.201,344.36,158.48
2021-12-31,144.852,336.35,158.35
2022-01-03,144.992,338.54,161.7
2022-01-04,144.4,336.53,167.83
2022-01-05,137.775,324.17,163.78
2022-01-06,137.748,332.46,165.52
2022-01-07,137.017,331.79,167.16
2022-01-10,138.67,328.07,167.32
2022-01-11,139.736,334.37,167.49
2022-01-12,141.431,333.26,168.44
2022-01-13,138.587,326.48,168.23
2022-01-14,139.481,331.9,157.89
2022-01-17,139.481,331.9,157.89
2022-01-18,135.998,318.15,151.27
2022-01-19,135.117,319.59,148.93
2022-01-20,133.308,316.56,147.66
2022-01-21,130.352,303.17,145.08
2022-01-24,130.804,308.71,144.95
2022-01-25,126.935,300.15,146.53
2022-01-26,129.233,294.63,147.92
2022-01-27,129.005,294.64,145.31
2022-01-28,133.351,301.71,146.61
2022-01-31,135.304,313.26,148.6
2022-02-01,137.644,319,151.15
2022-02-02,148,323,149.94
2022-02-03,143.09,237.76,148.7
2022-02-04,143.293,237.09,152.56
2022-02-07,139.201,224.91,153.07
2022-02-08,139.399,220.18,155.95
2022-02-09,141.592,232,156.6
2022-02-10,138.62,228.07,155.95
2022-02-11,134.283,219.55,153.92
2022-02-14,135.526,217.7,152.49
2022-02-15,136.609,221,154.72
2022-02-16,137.738,216.54,155
2022-02-17,132.539,207.71,151.43
2022-02-18,130.403,206.16,152.14
2022-02-21,130.403,206.16,152.14
2022-02-22,129.814,202.08,151.87
2022-02-23,127.588,198.45,148.69
2022-02-24,132.691,207.6,144.55
2022-02-25,134.46,210.48,147.97
2022-02-28,135.057,211.03,141.8
2022-03-01,134.062,203.49,136.45
2022-03-02,134.572,208.11,139.28
2022-03-03,133.9,202.97,138.29
2022-03-04,131.907,200.06,134.4
2022-03-07,126.379,187.47,129.21
2022-03-08,127.105,190.29,128.3
2022-03-09,133.42,198.5,133.44
2022-03-10,132.43,195.21,131.86
2022-03-11,129.871,187.61,128.89
2022-03-14,125.951,186.63,130.17
2022-03-15,129.198,192.03,132.48
2022-03-16,133.281,203.63,138.4
2022-03-17,133.839,207.84,140.15
2022-03-18,136.126,216.49,140.1
2022-03-21,136.102,211.49,139.65
2022-03-22,139.868,216.65,142.62
2022-03-23,138.276,213.46,139.78
2022-03-24,141.572,219.57,140.69
2022-03-25,141.673,221.82,141.92
2022-03-28,141.456,223.59,140.87
2022-03-29,142.506,229.86,141.18
2022-03-30,141.939,227.85,140.54
2022-03-31,139.068,222.36,136.32
2022-04-01,140.151,224.85,135.31
2022-04-04,142.972,233.89,135.91
2022-04-05,140.591,231.84,133.34
2022-04-06,136.548,223.3,131.49
2022-04-07,135.889,222.95,131.09
2022-04-08,133.288,222.33,133.49
2022-04-11,128.824,216.46,133
2022-04-12,127.715,214.14,131.54
2022-04-13,129.894,214.99,127.3
2022-04-14,126.73,210.18,126.12
2022-04-15,126.73,210.18,126.12
2022-04-18,127.677,210.77,128.46
2022-04-19,130.009,217.31,131.12
2022-04-20,128.04,200.42,131.58
2022-04-21,124.815,188.07,130.56
2022-04-22,119.636,184.11,126.81
2022-04-25,123.074,186.99,126.77
2022-04-26,118.65,180.95,123.02
2022-04-27,114.295,174.95,121.42
2022-04-28,118.523,205.73,123.34
2022-04-29,114.11,200.47,119.36
2022-05-02,116.583,211.13,120.45
2022-05-03,117.334,212.03,123.03
2022-05-04,122.261,223.41,127.1
2022-05-05,116.506,208.28,123.92
2022-05-06,115.747,203.77,123.72
2022-05-09,112.511,196.21,121.86
2022-05-10,114.395,197.65,118.89
2022-05-11,113.603,188.74,118.14
2022-05-12,112.844,191.24,118.04
2022-05-13,116.051,198.62,119.09
2022-05-16,114.445,200.04,118.26
2022-05-17,116.473,202.62,122.18
2022-05-18,111.899,192.24,120.09
2022-05-19,110.384,191.29,118.31
2022-05-20,108.908,193.54,117.34
2022-05-23,111.488,196.23,124.6
2022-05-24,105.97,181.28,126.36
2022-05-25,105.805,183.83,127.24
2022-05-26,107.792,191.63,129.44
2022-05-27,112.316,195.13,131.27
2022-05-30,112.316,195.13,131.27
2022-05-31,113.762,193.64,132.23
2022-06-01,113.892,188.64,129.91
2022-06-02,117.622,198.86,132
2022-06-03,114.541,190.78,130.16
2022-06-06,116.821,194.25,129.73
